,name,price,first_name,last_name,above_100
106,Kristin Clay,260.3474682,Kristin,Clay,True
107,Joseph White,65.20753493,Joseph,White,False
108,Marissa Holmes,59.40240228,Marissa,Holmes,False
109,Michelle Hamilton,91.62237167,Michelle,Hamilton,False
110,Christopher Alvarez,126.025264,Christopher,Alvarez,True
111,Craig Hogan,136.7126938,Craig,Hogan,True
113,Melissa Castillo,281.1608076,Melissa,Castillo,True
114,Maria Williams,10.21292614,Maria,Williams,False
115,Vanessa Thomas,20.58084145,Vanessa,Thomas,False
116,Gary Obrien,53.39582051,Gary,Obrien,False
117,Melissa Holt,252.2818438,Melissa,Holt,True
118,Eric Valenzuela,176.52775,Eric,Valenzuela,True
119,Anthony Hardy,4.902725495,Anthony,Hardy,False
120,Mrs. Karen Johnson,49.41029242,Mrs.,Karen Johnson,False
121,Richard Hunt,249.7511997,Richard,Hunt,True
122,Karen Robertson,1.710967532,Karen,Robertson,False
123,Adam Jones,56.93252133,Adam,Jones,False
124,Jonathan Fuller,14.71921636,Jonathan,Fuller,False
125,Jason Harris,151.4305855,Jason,Harris,True
126,Danielle Hill,179.8454001,Danielle,Hill,True
127,Seth Freeman,224.5526336,Seth,Freeman,True
129,Joseph Davis,97.09676869,Joseph,Davis,False
130,Sonya Reyes,209.9855308,Sonya,Reyes,True
131,Michael Castro,243.1786308,Michael,Castro,True
132,Jonathan Collins,101.4620676,Jonathan,Collins,True
133,Eric Hayes,279.9732949,Eric,Hayes,True
134,Eric Moore,77.4205876,Eric,Moore,False
135,Veronica Estes,270.8232516,Veronica,Estes,True
136,Timothy Aguilar,133.1135532,Timothy,Aguilar,True
137,Taylor Hunt,138.2042127,Taylor,Hunt,True
138,Michael Clarke,128.9532357,Michael,Clarke,True
139,Cheryl Morse,275.7612746,Cheryl,Morse,True
140,Jose Page,184.058919,Jose,Page,True
141,Matthew Kramer,265.3917788,Matthew,Kramer,True
142,Regina Barrera,185.2134145,Regina,Barrera,True
143,Dr. Sean George,53.76304189,Dr.,Sean George,False
144,Cody Hernandez,180.9265991,Cody,Hernandez,True
145,Hunter Smith,175.2181525,Hunter,Smith,True
146,Andrea Burke,256.3026305,Andrea,Burke,True
147,Elizabeth Patterson,290.1129725,Elizabeth,Patterson,True
148,Austin Rhodes,158.1182472,Austin,Rhodes,True
149,Maurice Thompson,224.1265422,Maurice,Thompson,True
150,Richard Martinez,86.96423972,Richard,Martinez,False
151,Brian Hernandez,42.67025555,Brian,Hernandez,False
152,Samantha Shields,149.8952175,Samantha,Shields,True
153,Joseph Walker,282.0494042,Joseph,Walker,True
154,Tracy Hernandez,215.0596081,Tracy,Hernandez,True
155,Vicki Fox,41.51250582,Vicki,Fox,False
156,Louis Campos,277.9062585,Louis,Campos,True
157,Justin Scott,208.0660064,Justin,Scott,True
158,Megan Vaughn,289.9564106,Megan,Vaughn,True
159,Mary Hughes,15.21373926,Mary,Hughes,False
160,Anita Fleming,58.24742383,Anita,Fleming,False
161,Alyssa Melendez,273.6593194,Alyssa,Melendez,True
162,Joshua Foster DDS,253.4093833,Joshua,Foster DDS,True
163,Lisa Smith,203.9611381,Lisa,Smith,True
164,Kathy Lee,265.446304,Kathy,Lee,True
165,Bethany Park,233.6891667,Bethany,Park,True
166,Joshua Butler,239.8213879,Joshua,Butler,True
167,Danielle Potter,204.5385362,Danielle,Potter,True
168,Kenneth Robinson,152.7840745,Kenneth,Robinson,True
169,Eric Pineda,111.0479315,Eric,Pineda,True
170,James Dorsey,68.90463624,James,Dorsey,False
171,Michael Miller,129.6049475,Michael,Miller,True
172,Danielle Martinez,45.94938674,Danielle,Martinez,False
173,Gary Young,212.2982372,Gary,Young,True
174,Lisa Decker,275.7158848,Lisa,Decker,True
175,Kayla Randolph,232.8220215,Kayla,Randolph,True
176,Peggy Thompson,124.4664752,Peggy,Thompson,True
177,Alex Cooper,170.205336,Alex,Cooper,True
178,Joanne Wilson,229.6136723,Joanne,Wilson,True
179,Maria Adams,141.7128665,Maria,Adams,True
180,Julie Horton,276.5816247,Julie,Horton,True
181,Jeffrey Galvan,210.5061915,Jeffrey,Galvan,True
182,Christopher Johnson,268.63027,Christopher,Johnson,True
183,Jennifer Arias,59.59468056,Jennifer,Arias,False
184,Jocelyn Bell,84.95454821,Jocelyn,Bell,False
185,Eric Brown,133.4007225,Eric,Brown,True
186,Devon Wright,29.21576875,Devon,Wright,False
187,Rodney Robles,158.9838923,Rodney,Robles,True
188,Kara Austin,271.4672561,Kara,Austin,True
189,Jeffrey Tanner,203.7433126,Jeffrey,Tanner,True
190,Shaun Nunez,153.1987664,Shaun,Nunez,True
191,Daniel Mccall,143.271503,Daniel,Mccall,True
192,Frank Owen,233.2015374,Frank,Owen,True
193,Beth Johnson,128.7923576,Beth,Johnson,True
194,Joshua Clark,190.9113668,Joshua,Clark,True
195,Gary Jones,52.3166247,Gary,Jones,False
196,Nancy Brown,115.9584052,Nancy,Brown,True
197,Megan Roach,18.68239346,Megan,Roach,False
198,Lucas Ross,221.1269463,Lucas,Ross,True
199,Jerry Tucker,29.95199198,Jerry,Tucker,False
201,Timothy Robles,76.08225475,Timothy,Robles,False
202,Christopher Goodwin,78.12233209,Christopher,Goodwin,False
203,Philip Wilson,22.8431316,Philip,Wilson,False
204,Carrie Davis,295.0481315,Carrie,Davis,True
205,Michael Daniel,229.951577,Michael,Daniel,True
206,Bryan Valenzuela,236.1493796,Bryan,Valenzuela,True
207,Mrs. Robin Garner,79.14737521,Mrs.,Robin Garner,False
208,Angel Thompson,284.7302014,Angel,Thompson,True
209,Christopher Morgan,216.0131402,Christopher,Morgan,True
210,Brittany Walker,163.1107737,Brittany,Walker,True
211,Shelby Mann,110.9021852,Shelby,Mann,True
212,Jodi Wells,44.01734436,Jodi,Wells,False
213,Terri Gibson,92.36081224,Terri,Gibson,False
214,Vanessa Hernandez,105.2534499,Vanessa,Hernandez,True
215,Maria Russell,114.1452708,Maria,Russell,True
216,Stacy Moses,126.6504703,Stacy,Moses,True
217,Amanda Schneider,288.471694,Amanda,Schneider,True
218,Catherine Lopez,182.0171244,Catherine,Lopez,True
219,Amanda White,12.31889758,Amanda,White,False
220,Karina Spencer,128.1490023,Karina,Spencer,True
221,Deborah Warren,139.7675022,Deborah,Warren,True
222,Erica Dixon,168.6031566,Erica,Dixon,True
223,Barbara Gray,140.7466665,Barbara,Gray,True
225,Deanna Watson,264.5411986,Deanna,Watson,True
226,Michael Cox,136.7864833,Michael,Cox,True
227,Amy Myers,92.16016851,Amy,Myers,False
228,Patrick Hunter,170.4134515,Patrick,Hunter,True
229,Marvin Murphy,212.4152504,Marvin,Murphy,True
230,Janice Graves,223.7037682,Janice,Graves,True
231,Brooke Pierce,171.9383085,Brooke,Pierce,True
232,Adam Wells,280.2602417,Adam,Wells,True
233,Amanda Atkins,283.4268495,Amanda,Atkins,True
234,Gary Ruiz,132.504823,Gary,Ruiz,True
235,Tina Wallace,72.91326395,Tina,Wallace,False
236,Casey Oconnell,16.79606077,Casey,Oconnell,False
237,Nancy Mendoza,281.3890295,Nancy,Mendoza,True
238,Luis Nguyen,34.19827441,Luis,Nguyen,False
239,William Graves,111.5016422,William,Graves,True
240,Sean Brennan,269.2286668,Sean,Brennan,True
241,Matthew Sellers,53.50349547,Matthew,Sellers,False
242,Dorothy Bradley,199.459603,Dorothy,Bradley,True
243,Haley Flores,252.2914062,Haley,Flores,True
244,Melissa Johnson,32.70467677,Melissa,Johnson,False
245,Samuel Tran,199.8864146,Samuel,Tran,True
246,Amanda Patterson,49.03325819,Amanda,Patterson,False
247,Albert Roach,183.3743011,Albert,Roach,True
248,Jamie Huffman,36.83993962,Jamie,Huffman,False
249,James Hamilton,265.6302103,James,Hamilton,True
250,Joseph Bird,18.06044758,Joseph,Bird,False
251,Sarah Contreras,141.4141417,Sarah,Contreras,True
252,Joshua House,65.77031576,Joshua,House,False
253,Tamara Molina,255.2535664,Tamara,Molina,True
254,Max Maxwell,240.0443014,Max,Maxwell,True
255,Jason Daniels,269.6365982,Jason,Daniels,True
256,Jordan Coleman,250.0974184,Jordan,Coleman,True
257,Jasmine Jones,33.93281405,Jasmine,Jones,False
258,Jessica Garcia,231.8803086,Jessica,Garcia,True
259,Aaron George,138.812708,Aaron,George,True
260,Chelsey Anderson,41.35053236,Chelsey,Anderson,False
261,Rebecca Perez,146.2313884,Rebecca,Perez,True
262,Duane Thompson,75.06433497,Duane,Thompson,False
263,Curtis Clayton,138.0563371,Curtis,Clayton,True
264,George Gonzalez,221.5737986,George,Gonzalez,True
265,Casey Ford,94.18806784,Casey,Ford,False
266,Margaret Johnston,61.24599434,Margaret,Johnston,False
267,Eric Mcclure,238.8775355,Eric,Mcclure,True
268,Nathan Taylor,4.820334075,Nathan,Taylor,False
269,Kayla Parker,222.3600766,Kayla,Parker,True
270,Doris Obrien,206.9493221,Doris,Obrien,True
271,Brooke Taylor,34.74615015,Brooke,Taylor,False
272,Kathryn Garrett,266.1885038,Kathryn,Garrett,True
273,John Cruz,205.1406652,John,Cruz,True
274,Christina Cannon,98.5941474,Christina,Cannon,False
275,Susan Lewis,269.3323662,Susan,Lewis,True
276,Pamela Sanchez,193.7780783,Pamela,Sanchez,True
277,Ms. Stacey Wiley DDS,200.3904296,Ms.,Stacey Wiley DDS,True
278,Melissa Johnson DDS,201.4509484,Melissa,Johnson DDS,True
279,Lori Morris,38.0476094,Lori,Morris,False
280,Daniel Soto,225.1621402,Daniel,Soto,True
281,Karl Davis,92.08925112,Karl,Davis,False
282,Lisa Graves,122.8564118,Lisa,Graves,True
283,Eric Ray,178.344085,Eric,Ray,True
284,Mark Garcia,229.2470277,Mark,Garcia,True
285,Allison Alvarez,275.3024614,Allison,Alvarez,True
286,Rachel Williams,44.81715456,Rachel,Williams,False
287,Linda Mitchell,47.44468727,Linda,Mitchell,False
288,David Shelton,158.7084813,David,Shelton,True
289,Vanessa Long,121.744973,Vanessa,Long,True
290,Misty Martin,176.9310069,Misty,Martin,True
291,Daniel Gregory,132.8910493,Daniel,Gregory,True
292,Mitchell Jones,253.9716803,Mitchell,Jones,True
293,Dawn Scott,246.036131,Dawn,Scott,True
294,Emily Horn,287.4666523,Emily,Horn,True
295,Catherine George,14.61491995,Catherine,George,False
296,Hunter Carlson,218.0977601,Hunter,Carlson,True
297,Thomas Baldwin,275.4145594,Thomas,Baldwin,True
298,Amy Sellers,91.87350268,Amy,Sellers,False
299,Alicia Clark,241.5859155,Alicia,Clark,True
300,Sara Lewis,158.863849,Sara,Lewis,True
301,Ashley Lopez,77.89293291,Ashley,Lopez,False
302,Terry Alvarado,161.9498178,Terry,Alvarado,True
303,Danielle Sandoval,83.13645641,Danielle,Sandoval,False
304,Jesse Jones,214.8029616,Jesse,Jones,True
305,Lisa Hess,133.2037916,Lisa,Hess,True
306,Christina Mason,284.4863867,Christina,Mason,True
307,Mary Bell,32.08889594,Mary,Bell,False
308,Martin Ramirez,1.10921244,Martin,Ramirez,False
309,Stacy Smith,161.8260635,Stacy,Smith,True
310,Carla Rodriguez,113.1454481,Carla,Rodriguez,True
311,Johnny Stout,134.002236,Johnny,Stout,True
312,Mrs. Jennifer Rodriguez,256.0154481,Mrs.,Jennifer Rodriguez,True
313,Michelle Thompson,196.6754605,Michelle,Thompson,True
314,Lisa Lyons,148.9559785,Lisa,Lyons,True
315,Michael Coleman,262.2090763,Michael,Coleman,True
316,Lindsey Williams,99.95620763,Lindsey,Williams,False
317,Karen Hoffman,186.1046153,Karen,Hoffman,True
318,Jenny Jones,189.5577104,Jenny,Jones,True
319,Steven Knight,282.995761,Steven,Knight,True
320,Michael Franklin,116.8742571,Michael,Franklin,True
321,Mason Ross DDS,235.5549236,Mason,Ross DDS,True
322,Terry Levine,151.5220714,Terry,Levine,True
323,Catherine Fletcher,36.59268024,Catherine,Fletcher,False
324,Deanna Jones,196.9406069,Deanna,Jones,True
325,Christopher Mitchell,22.42047146,Christopher,Mitchell,False
326,John Owens,191.4434257,John,Owens,True
327,Stephanie Davis,287.1991494,Stephanie,Davis,True
328,Joseph Ford,264.9354841,Joseph,Ford,True
329,Matthew Russell,141.2492947,Matthew,Russell,True
330,Danielle Burke,75.90363417,Danielle,Burke,False
331,Stephanie Cunningham,220.9939809,Stephanie,Cunningham,True
332,Brian Proctor,263.6358197,Brian,Proctor,True
333,Michael Swanson,291.5713603,Michael,Swanson,True
334,Daniel Santos,49.26348169,Daniel,Santos,False
335,April Hoffman,203.4855796,April,Hoffman,True
336,Stephanie Thomas,249.666722,Stephanie,Thomas,True
337,Brianna Garcia,183.3322335,Brianna,Garcia,True
338,Shannon Berger,125.2597844,Shannon,Berger,True
339,Mrs. Kathleen Mays,238.1656066,Mrs.,Kathleen Mays,True
340,Michelle Park,150.4001203,Michelle,Park,True
341,Laura Reynolds,20.08924577,Laura,Reynolds,False
342,Ashley Kaiser,218.399504,Ashley,Kaiser,True
343,Reginald Owens,46.55328685,Reginald,Owens,False
344,Michael Conway,84.09316114,Michael,Conway,False
345,Sheila Pham,5.713231688,Sheila,Pham,False
346,Christie Smith,70.21735457,Christie,Smith,False
347,Allison Carroll,27.65684629,Allison,Carroll,False
348,Donna Perez,187.3279401,Donna,Perez,True
349,Sierra Richmond,299.4492042,Sierra,Richmond,True
350,Steven Wallace,173.0025685,Steven,Wallace,True
351,Jeremy Thompson,106.6102612,Jeremy,Thompson,True
352,Jennifer Mccormick,142.7564741,Jennifer,Mccormick,True
353,Eric Garcia,27.56450393,Eric,Garcia,False
354,Matthew Beasley,248.9927372,Matthew,Beasley,True
355,Jason Robinson,249.4550365,Jason,Robinson,True
356,Vicki Espinoza,285.9638855,Vicki,Espinoza,True
357,Steven Snyder,182.0351514,Steven,Snyder,True
358,Michelle Randolph,70.72106315,Michelle,Randolph,False
359,Michelle Francis,10.01541777,Michelle,Francis,False
360,Steven Baker,293.7505039,Steven,Baker,True
361,Zachary Johnson,36.97003142,Zachary,Johnson,False
362,Marc Velasquez,174.3901749,Marc,Velasquez,True
363,John Carr,50.11746076,John,Carr,False
364,Kimberly Castillo,243.873678,Kimberly,Castillo,True
365,Jay Lopez,286.8001088,Jay,Lopez,True
366,Amanda Bridges,81.85722081,Amanda,Bridges,False
367,Jessica Swanson,60.96199005,Jessica,Swanson,False
368,Jose Gonzalez,77.84428182,Jose,Gonzalez,False
369,Teresa Wright DVM,67.20289619,Teresa,Wright DVM,False
370,Michael Gutierrez,185.8465011,Michael,Gutierrez,True
371,Hannah Marshall,251.8797929,Hannah,Marshall,True
372,Janice Davis,290.3767318,Janice,Davis,True
373,Jessica Crawford,254.2161442,Jessica,Crawford,True
374,Brian Bean,293.1768543,Brian,Bean,True
375,Edward Perez,217.694778,Edward,Perez,True
376,Adam Miller,49.28081579,Adam,Miller,False
377,Veronica Gray,140.9945255,Veronica,Gray,True
378,Linda Turner,238.5612942,Linda,Turner,True
379,Debra Roberts,69.38949206,Debra,Roberts,False
380,David Sampson,77.05304682,David,Sampson,False
381,Sarah Cochran,138.6132102,Sarah,Cochran,True
382,Regina Holland,151.2011694,Regina,Holland,True
383,Mario Ortiz,27.08442817,Mario,Ortiz,False
384,Maria Gonzalez,164.6440389,Maria,Gonzalez,True
385,Albert Perez,163.1980752,Albert,Perez,True
386,Daisy Mccarthy,87.96439172,Daisy,Mccarthy,False
387,Anna Leonard,75.54719134,Anna,Leonard,False
388,Catherine Mosley,188.3490593,Catherine,Mosley,True
389,April Miranda,82.64651651,April,Miranda,False
390,Michael Walker,288.9294858,Michael,Walker,True
391,Abigail Lam,255.3722151,Abigail,Lam,True
392,Alan Graham,92.78682106,Alan,Graham,False
393,Jennifer Diaz,77.85479921,Jennifer,Diaz,False
394,Sean Rogers,186.3926468,Sean,Rogers,True
395,Anthony Jackson,200.012596,Anthony,Jackson,True
396,William Taylor,117.9694277,William,Taylor,True
397,Richard Robinson,200.9108703,Richard,Robinson,True
398,Nicholas Barnes,219.4003858,Nicholas,Barnes,True
399,Brittany Austin,233.7352503,Brittany,Austin,True
400,Robin Schmidt,96.69826813,Robin,Schmidt,False
401,Kendra Monroe,226.0007767,Kendra,Monroe,True
402,Nancy Grant,23.79829866,Nancy,Grant,False
403,Nicole Grant,155.9845125,Nicole,Grant,True
404,Courtney Thompson,52.85276041,Courtney,Thompson,False
405,Jeanette Washington,291.525558,Jeanette,Washington,True
406,James Yates,224.8736142,James,Yates,True
407,Justin Knox MD,115.9751733,Justin,Knox MD,True
408,Melissa Thompson,200.8616238,Melissa,Thompson,True
409,Steven Lee,140.357855,Steven,Lee,True
410,Allison Fisher,231.493857,Allison,Fisher,True
411,Mark Phillips,197.2517291,Mark,Phillips,True
412,Elijah Harrison,151.5804694,Elijah,Harrison,True
413,Paul Farley,9.419976358,Paul,Farley,False
414,Jennifer Cole,47.39545601,Jennifer,Cole,False
415,Michael Tucker,146.7478801,Michael,Tucker,True
416,David Steele,276.1640965,David,Steele,True
417,Monica Hodges,203.3130423,Monica,Hodges,True
418,Scott Wallace,23.24585982,Scott,Wallace,False
419,Antonio Paul DDS,93.39602908,Antonio,Paul DDS,False
420,Melissa Wright,68.62696415,Melissa,Wright,False
421,Stephanie Price,27.22765203,Stephanie,Price,False
422,Denise Kennedy,233.4665428,Denise,Kennedy,True
423,Melissa Walsh,177.8587959,Melissa,Walsh,True
424,Leslie Spence,156.2011959,Leslie,Spence,True
425,Dr. Rachel Walker,144.4395327,Dr.,Rachel Walker,True
426,Donald Horn,13.06347134,Donald,Horn,False
427,Christopher Rojas,94.08806986,Christopher,Rojas,False
428,Robert Crawford,216.6530778,Robert,Crawford,True
429,Larry Brown,174.1807324,Larry,Brown,True
430,Becky Swanson,245.854615,Becky,Swanson,True
431,Gary Howard,25.93975342,Gary,Howard,False
432,Christopher Marks,111.8467919,Christopher,Marks,True
433,Bonnie Alexander,136.6295853,Bonnie,Alexander,True
434,Brandon Stevens,77.20691708,Brandon,Stevens,False
435,Lori Guerra,99.72772588,Lori,Guerra,False
436,Michele Alvarado,243.9872024,Michele,Alvarado,True
437,Christine Lee,8.809339101,Christine,Lee,False
438,Jamie Fry,159.7067216,Jamie,Fry,True
439,Christopher Perez,102.943584,Christopher,Perez,True
440,Matthew Carter,194.2873257,Matthew,Carter,True
441,Jason Hunter,78.76406316,Jason,Hunter,False
442,Tyler Henry,186.9624462,Tyler,Henry,True
443,Tiffany Harris,17.69659156,Tiffany,Harris,False
444,Matthew Young MD,39.12254966,Matthew,Young MD,False
445,Juan Brewer,152.9624792,Juan,Brewer,True
446,Mark Riggs,44.1758436,Mark,Riggs,False
447,Brittany Stewart,273.5307309,Brittany,Stewart,True
448,Terry Davis,271.779368,Terry,Davis,True
449,Jessica Oneill,157.5131207,Jessica,Oneill,True
450,Kimberly Ortiz,55.25093947,Kimberly,Ortiz,False
451,Zoe Walls,248.8666069,Zoe,Walls,True
452,Sara Wallace,155.8794176,Sara,Wallace,True
453,Nicole Jenkins,291.5121227,Nicole,Jenkins,True
454,Austin Kelly,85.87572125,Austin,Kelly,False
455,Sarah Knox,169.1586193,Sarah,Knox,True
456,Alison Carroll,115.3401313,Alison,Carroll,True
457,Robert Buchanan,163.3260388,Robert,Buchanan,True
458,Penny Wilson,178.7969799,Penny,Wilson,True
459,Leslie Perez,77.95375736,Leslie,Perez,False
460,Brittney Marquez,149.1772445,Brittney,Marquez,True
461,Andrew Bird,265.9158101,Andrew,Bird,True
462,Maria Hughes,12.57040265,Maria,Hughes,False
463,Clayton Williams,31.850547,Clayton,Williams,False
464,Mary Pittman,92.02540242,Mary,Pittman,False
465,James Garner,81.96609867,James,Garner,False
466,Randy Middleton,117.0928987,Randy,Middleton,True
467,Alexis Gardner,83.35923458,Alexis,Gardner,False
468,Laurie Garner,145.0603215,Laurie,Garner,True
469,Danny Bush,111.9976845,Danny,Bush,True
470,Joseph Smith,291.0800293,Joseph,Smith,True
471,Edgar Armstrong,185.9187088,Edgar,Armstrong,True
472,Samantha Scott,97.8742131,Samantha,Scott,False
473,Troy Coleman,74.57492247,Troy,Coleman,False
474,Brian Young,130.9974595,Brian,Young,True
475,Timothy Perez,113.6574668,Timothy,Perez,True
476,Sierra Nguyen,110.8481766,Sierra,Nguyen,True
477,Cynthia Murphy,296.0078137,Cynthia,Murphy,True
478,Julie Diaz,269.4894015,Julie,Diaz,True
479,Andrew Silva,46.15639765,Andrew,Silva,False
480,Gary Costa,287.0365933,Gary,Costa,True
481,Jasmine Berg,127.1426355,Jasmine,Berg,True
482,Glenda Brown,85.60391824,Glenda,Brown,False
483,Jonathan Boone,172.4624408,Jonathan,Boone,True
484,Cynthia Jimenez,51.80996198,Cynthia,Jimenez,False
485,Cynthia Morgan,283.3294115,Cynthia,Morgan,True
486,Dwayne Browning,14.24525264,Dwayne,Browning,False
487,Brittany Lewis,150.9075783,Brittany,Lewis,True
488,Zachary Johnson,139.6464165,Zachary,Johnson,True
489,Kayla Wilson,48.84395071,Kayla,Wilson,False
490,Andrew Doyle,245.0864465,Andrew,Doyle,True
491,Jennifer Parks,12.79843948,Jennifer,Parks,False
492,Daniel Phelps MD,176.735085,Daniel,Phelps MD,True
493,Lindsey Quinn,57.57356582,Lindsey,Quinn,False
494,Brian Walker,34.96349578,Brian,Walker,False
495,Bradley Curry,104.0291615,Bradley,Curry,True
496,Roy Cohen,148.4924569,Roy,Cohen,True
497,David Black,148.4850266,David,Black,True
498,Julie Gonzales,275.8513843,Julie,Gonzales,True
499,Paula Williams,190.6605351,Paula,Williams,True
500,James Clark,117.5715047,James,Clark,True
501,Christopher Robinson,14.26584056,Christopher,Robinson,False
502,William Carr,85.40738917,William,Carr,False
503,Todd Dunlap,38.32006005,Todd,Dunlap,False
504,Kimberly Morales,206.4438618,Kimberly,Morales,True
505,Jesse Welch DDS,267.5034898,Jesse,Welch DDS,True
